TripID,CustomerName,PickupLocation,DropoffLocation,PickupTime,DropoffTime,Status,Fare,Driver,DistanceMiles,DurationMinutes
bac5dc30-0399-4cfa-915f-10034db64718,Customer 205,Denver International Airport,Downtown COS,2025-11-08T19:27:33.859546,2025-11-08T21:09:33.859546,No Show,132.63,Auto-Dispatch,93.1,102
463d5528-f1c5-40f8-a9d3-e4b17e690c4a,Customer 975,Castle Rock,US Air Force Academy,2025-11-08T20:12:49.859546,2025-11-08T21:39:49.859546,No Show,115.68,John Doe,79.5,87
0fe66a50-0030-4302-96ad-e0eb8d30cea1,Customer 312,Castle Rock,Garden of the Gods,2025-11-09T00:23:11.859546,2025-11-09T01:32:11.859546,Completed,95.56,Peter Teehan,63.4,69
9efb12cb-f2b5-42ea-8de8-251b028eedd8,Customer 692,Castle Rock,Downtown COS,2025-11-09T04:20:01.859546,2025-11-09T05:59:01.859546,Cancelled,129.36,John Doe,90.5,99
efb73312-1fac-4157-b59d-6507b963938b,Customer 575,Colorado Springs Airport,Garden of the Gods,2025-11-09T08:27:11.859546,2025-11-09T08:48:11.859546,Completed,21.03,Peter Teehan,8.4,21
73b5e462-d463-4606-912d-3795ee96ba66,Customer 737,The Broadmoor,Colorado Springs Airport,2025-11-09T09:08:00.859546,2025-11-09T09:33:00.859546,Completed,24.37,Auto-Dispatch,10.4,25
8cb94a9f-8251-426f-ad78-90188b24f5e2,Customer 579,Denver International Airport,Castle Rock,2025-11-09T12:10:45.859546,2025-11-09T13:42:45.859546,Completed,120.95,Jane Smith,83.8,92
6466d555-95e8-486e-8669-09360326d338,Customer 891,Downtown COS,Garden of the Gods,2025-11-09T13:50:03.859546,2025-11-09T14:32:03.859546,Cancelled,36.09,Auto-Dispatch,17.1,42
6ad7de35-0198-4e3d-bac5-d2532d7f1938,Customer 644,US Air Force Academy,Manitou Springs,2025-11-09T14:06:31.859546,2025-11-09T14:16:31.859546,Completed,15.0,Peter Teehan,4.1,10
8267d52a-69eb-4605-ab50-d5180dea9ce7,Customer 377,Manitou Springs,The Broadmoor,2025-11-09T14:24:11.859546,2025-11-09T14:55:11.859546,Cancelled,28.15,Jane Smith,12.5,31
045d1a41-8046-4025-b964-1d8d82660327,Customer 861,Downtown COS,Colorado Springs Airport,2025-11-09T18:59:53.859546,2025-11-09T19:33:53.859546,Completed,30.7,Jane Smith,14.0,34
a4e5d808-5682-4f13-9c33-7c78879ab4c3,Customer 477,Manitou Springs,Garden of the Gods,2025-11-10T23:55:56.859546,2025-11-11T00:04:56.859546,Completed,15.0,Auto-Dispatch,4.0,9
57ba5705-4d48-4cd4-a043-f3105ffd0f0d,Customer 909,The Broadmoor,Denver International Airport,2025-11-11T01:34:52.859546,2025-11-11T02:40:52.859546,No Show,91.92,John Doe,60.5,66
64205deb-b21c-4c85-b789-1139cd9e970d,Customer 737,Garden of the Gods,Colorado Springs Airport,2025-11-11T06:17:41.859546,2025-11-11T06:25:41.859546,Cancelled,15.0,John Doe,3.5,8
15d9f078-9482-42a3-aa61-433dc1b4a504,Customer 593,Denver International Airport,Manitou Springs,2025-11-11T11:24:01.859546,2025-11-11T12:45:01.859546,Cancelled,109.09,Peter Teehan,74.3,81
9e82716f-515d-4ca0-ae0b-ac2d3bfde092,Customer 779,US Air Force Academy,Colorado Springs Airport,2025-11-12T02:20:07.859546,2025-11-12T02:54:07.859546,Cancelled,30.22,Peter Teehan,13.7,34
a59b4ec9-8514-43cc-9a73-467b44f67a18,Customer 454,Manitou Springs,Colorado Springs Airport,2025-11-12T11:36:58.859546,2025-11-12T12:13:58.859546,No Show,32.67,Peter Teehan,15.1,37
e3a58a64-82bf-4a53-8b1b-3be70da00354,Customer 980,Denver International Airport,Colorado Springs Airport,2025-11-13T12:55:23.859546,2025-11-13T14:16:23.859546,Completed,109.05,Peter Teehan,74.2,81
dd7022ff-e432-452f-83d0-d7d72ec741f5,Customer 872,Castle Rock,Garden of the Gods,2025-11-13T13:22:26.859546,2025-11-13T14:59:26.859546,Completed,127.36,John Doe,88.9,97
dadcd4f0-c99d-4f9d-b117-a782620b61df,Customer 687,The Broadmoor,Colorado Springs Airport,2025-11-13T15:37:32.859546,2025-11-13T15:48:32.859546,Completed,15.0,Auto-Dispatch,4.7,11
be6f3f4e-fddc-4708-b6e5-70f028ed94ce,Customer 429,Colorado Springs Airport,Castle Rock,2025-11-13T16:41:45.859546,2025-11-13T18:09:45.859546,Completed,116.4,Jane Smith,80.1,88
c1973fbd-308d-4ac5-8579-5f93c1523bff,Customer 527,US Air Force Academy,Castle Rock,2025-11-13T18:47:20.859546,2025-11-13T19:58:20.859546,Cancelled,97.46,Auto-Dispatch,65.0,71
2b512b80-4ab7-4233-83dc-e5c059907e95,Customer 139,Downtown COS,Castle Rock,2025-11-13T21:32:26.859546,2025-11-13T22:43:26.859546,Completed,97.56,Peter Teehan,65.1,71
ae5a7e73-8aeb-418b-95d7-3cf1eda8d7e1,Customer 402,Colorado Springs Airport,Garden of the Gods,2025-11-13T22:39:50.859546,2025-11-13T22:55:50.859546,Completed,18.1,Auto-Dispatch,6.8,16
d8c515d4-b571-49e9-90e7-15d6325630d4,Customer 597,Downtown COS,Castle Rock,2025-11-14T05:51:49.859546,2025-11-14T07:19:49.859546,Cancelled,116.7,Auto-Dispatch,80.4,88
8e8e082b-b974-474c-9f5b-82b56a6c6cc8,Customer 440,Garden of the Gods,The Broadmoor,2025-11-14T06:32:47.859546,2025-11-14T06:51:47.859546,No Show,19.98,Peter Teehan,7.8,19
c8602e5c-507d-4216-a279-8e582d83c7ba,Customer 185,Manitou Springs,Castle Rock,2025-11-14T12:32:49.859546,2025-11-14T13:39:49.859546,Completed,93.13,Jane Smith,61.5,67
7e9f7edd-939f-4018-ba58-9d5dc7896618,Customer 829,Manitou Springs,Garden of the Gods,2025-11-14T16:07:24.859546,2025-11-14T16:26:24.859546,Cancelled,20.24,Peter Teehan,8.0,19
5be16861-d55c-445f-96d1-adb1e056eeb2,Customer 210,Castle Rock,Garden of the Gods,2025-11-14T23:01:02.859546,2025-11-15T00:41:02.859546,Completed,130.97,Peter Teehan,91.8,100
f4fef5ab-2f8e-43f7-8dfa-930df167b2c6,Customer 308,Manitou Springs,The Broadmoor,2025-11-14T23:08:18.859546,2025-11-14T23:46:18.859546,Completed,33.06,Jane Smith,15.3,38
55fcd90e-9b01-4851-a05c-f82aec8418ee,Customer 896,The Broadmoor,Denver International Airport,2025-11-14T23:20:25.859546,2025-11-15T00:35:25.859546,Completed,102.36,Jane Smith,68.9,75
ca31f7f5-ffd1-4bc0-af33-2bb3232bb768,Customer 335,Denver International Airport,US Air Force Academy,2025-11-15T05:03:21.859546,2025-11-15T06:43:21.859546,Completed,130.31,Jane Smith,91.2,100
d4a74d14-a4b7-4975-b902-0e808c747444,Customer 463,Colorado Springs Airport,Manitou Springs,2025-11-15T12:59:31.859546,2025-11-15T13:18:31.859546,Cancelled,19.97,Jane Smith,7.8,19
b48a0186-4849-4e42-aebe-6b1d9289e1fb,Customer 524,US Air Force Academy,Manitou Springs,2025-11-15T17:40:24.859546,2025-11-15T18:23:24.859546,No Show,36.82,Peter Teehan,17.5,43
d2d70a0a-1d6f-44d8-b619-7d1f686b8e5c,Customer 522,Castle Rock,US Air Force Academy,2025-11-15T21:19:32.859546,2025-11-15T23:02:32.859546,Completed,133.52,Jane Smith,93.8,103
db260262-e3f1-4b4f-8e99-bfc1bc4ceeed,Customer 952,US Air Force Academy,Denver International Airport,2025-11-15T23:19:53.859546,2025-11-16T00:39:53.859546,Completed,107.91,Jane Smith,73.3,80
c2c2efff-ab4f-4b99-91fa-69a76a2764eb,Customer 332,Manitou Springs,US Air Force Academy,2025-11-16T01:04:22.859546,2025-11-16T01:36:22.859546,Completed,29.06,Jane Smith,13.0,32
2320a293-6ced-4cd1-9108-a768c872f217,Customer 574,US Air Force Academy,Denver International Airport,2025-11-16T08:17:09.859546,2025-11-16T09:57:09.859546,Completed,130.96,Auto-Dispatch,91.8,100
efc4ef76-2c23-45e0-8388-48110e880272,Customer 365,Castle Rock,US Air Force Academy,2025-11-16T09:34:48.859546,2025-11-16T11:11:48.859546,Cancelled,127.52,Auto-Dispatch,89.0,97
facf08e8-f7e0-44d6-b7f9-19340accbf84,Customer 990,Downtown COS,Colorado Springs Airport,2025-11-16T11:08:25.859546,2025-11-16T11:55:25.859546,Completed,39.72,Peter Teehan,19.1,47
b6e5e977-66ef-406b-974c-f246c7a826ac,Customer 104,Downtown COS,The Broadmoor,2025-11-16T19:35:54.859546,2025-11-16T20:03:54.859546,Completed,25.94,Jane Smith,11.2,28
f2554950-1ada-4dfc-9ed4-8f3b3e595307,Customer 861,Manitou Springs,Colorado Springs Airport,2025-11-16T21:51:46.859546,2025-11-16T22:13:46.859546,Completed,22.15,Peter Teehan,9.1,22
73cb11b8-36e1-4dde-a34a-cc4b116b34b5,Customer 236,Denver International Airport,Garden of the Gods,2025-11-17T02:16:07.859546,2025-11-17T03:36:07.859546,Cancelled,107.66,Peter Teehan,73.1,80
04bb195c-4db3-40e2-8e83-de1f78613c76,Customer 769,Manitou Springs,Garden of the Gods,2025-11-17T04:33:00.859546,2025-11-17T05:01:00.859546,No Show,26.45,Peter Teehan,11.5,28
13b5a689-10d4-4c97-98ba-f78062a80bab,Customer 646,Denver International Airport,Downtown COS,2025-11-17T05:35:42.859546,2025-11-17T07:08:42.859546,Completed,122.29,John Doe,84.8,93
53aa8001-bb3a-4e78-904c-a6f496edf5c0,Customer 911,The Broadmoor,Castle Rock,2025-11-17T12:26:44.859546,2025-11-17T14:07:44.859546,Cancelled,131.29,Auto-Dispatch,92.0,101
c4a045e2-a012-4a1b-90d9-90c660fd717b,Customer 131,Manitou Springs,The Broadmoor,2025-11-18T06:47:35.859546,2025-11-18T07:14:35.859546,Completed,25.28,Auto-Dispatch,10.9,27
39448160-4d31-49c4-b172-c12e78a261a3,Customer 423,Denver International Airport,Castle Rock,2025-11-18T08:33:38.859546,2025-11-18T10:13:38.859546,Cancelled,130.01,Peter Teehan,91.0,100
3fb7e4c3-b269-4dc7-8cd8-3b2351803032,Customer 137,Downtown COS,Manitou Springs,2025-11-18T11:37:47.859546,2025-11-18T12:05:47.859546,No Show,26.4,John Doe,11.5,28
7ac27b06-eda6-4f0d-90f2-b873cd70b7c9,Customer 449,Downtown COS,US Air Force Academy,2025-11-18T18:18:58.859546,2025-11-18T18:53:58.859546,Completed,31.44,Peter Teehan,14.4,35
3cff1c46-e262-4c50-9b6a-361bd896f017,Customer 724,Garden of the Gods,Denver International Airport,2025-11-18T22:53:44.859546,2025-11-19T00:25:44.859546,Completed,121.81,Auto-Dispatch,84.5,92
40b54c9f-6635-4bbd-b11b-f298c87aae34,Customer 402,Colorado Springs Airport,Castle Rock,2025-11-19T00:04:36.859546,2025-11-19T01:31:36.859546,Cancelled,116.1,John Doe,79.9,87
53702e59-bb89-4c92-8673-f7a4b5cdb0dd,Customer 204,Castle Rock,US Air Force Academy,2025-11-19T06:51:06.859546,2025-11-19T08:23:06.859546,Completed,121.32,Jane Smith,84.1,92
4f7b9d0f-4f62-4b6e-87ad-69787f45f69f,Customer 130,Manitou Springs,Colorado Springs Airport,2025-11-19T14:18:32.859546,2025-11-19T14:59:32.859546,No Show,35.22,John Doe,16.6,41
93ae0ab7-97f0-4c06-94c7-078470dcabde,Customer 815,Castle Rock,Denver International Airport,2025-11-19T20:12:55.859546,2025-11-19T21:35:55.859546,Completed,111.52,John Doe,76.2,83
66b5f1bd-05e3-4aae-a89d-dad260b673a8,Customer 645,Castle Rock,Denver International Airport,2025-11-20T06:07:55.859546,2025-11-20T07:42:55.859546,Completed,125.04,John Doe,87.0,95
c812372b-e851-464d-b69c-d44292d38a71,Customer 699,The Broadmoor,Downtown COS,2025-11-20T12:45:00.859546,2025-11-20T12:55:00.859546,Completed,15.0,Auto-Dispatch,4.4,10
7c287593-7e61-435e-8e8f-d7e0aa000bca,Customer 645,The Broadmoor,Downtown COS,2025-11-20T16:00:43.859546,2025-11-20T16:29:43.859546,Completed,26.71,Peter Teehan,11.7,29
7021bcaa-2838-439e-b276-e70799444102,Customer 836,Colorado Springs Airport,US Air Force Academy,2025-11-21T02:00:04.859546,2025-11-21T02:20:04.859546,Completed,20.88,Peter Teehan,8.4,20
1bf8ab8d-9832-475e-8d4b-0bb0bb8c15be,Customer 342,Downtown COS,US Air Force Academy,2025-11-21T04:49:11.859546,2025-11-21T05:22:11.859546,Completed,29.75,Peter Teehan,13.4,33
61051d87-61ed-4f7d-8dc5-07795c0cfa6b,Customer 760,The Broadmoor,Castle Rock,2025-11-21T08:53:00.859546,2025-11-21T10:09:00.859546,Completed,103.2,Peter Teehan,69.6,76
51ee009c-a228-44d8-af63-76ca2a216f3d,Customer 685,Castle Rock,US Air Force Academy,2025-11-21T08:59:33.859546,2025-11-21T10:17:33.859546,Completed,105.99,Peter Teehan,71.8,78
776d4d78-2861-401b-8a74-054c7c43cd3d,Customer 651,Manitou Springs,Colorado Springs Airport,2025-11-21T14:23:50.859546,2025-11-21T14:53:50.859546,Completed,27.36,John Doe,12.1,30
5c250495-d5c0-489e-84ce-b3d79dc9860c,Customer 654,Colorado Springs Airport,The Broadmoor,2025-11-21T16:32:06.859546,2025-11-21T17:13:06.859546,No Show,35.15,Jane Smith,16.5,41
4c981e4c-745d-46d6-a118-60d16338aa38,Customer 145,Downtown COS,Colorado Springs Airport,2025-11-21T17:22:06.859546,2025-11-21T17:29:06.859546,Cancelled,15.0,John Doe,3.0,7
24d73bf6-79a9-4d2c-bb99-52935e4607e7,Customer 898,Manitou Springs,Castle Rock,2025-11-22T00:54:36.859546,2025-11-22T02:12:36.859546,Completed,105.51,Peter Teehan,71.4,78
dd3a0ccd-7609-4910-b17c-e46b2a991251,Customer 878,Colorado Springs Airport,Castle Rock,2025-11-22T01:05:35.859546,2025-11-22T02:30:35.859546,Cancelled,113.4,Auto-Dispatch,77.7,85
b88efb6f-0a7c-42ca-8bf2-21aa369cde42,Customer 871,Downtown COS,Manitou Springs,2025-11-22T08:55:52.859546,2025-11-22T09:19:52.859546,Completed,23.75,John Doe,10.0,24
4a29e91d-4878-4c16-9d73-0012f7b44178,Customer 693,Denver International Airport,Colorado Springs Airport,2025-11-22T09:10:28.859546,2025-11-22T10:47:28.859546,Completed,126.97,John Doe,88.6,97
8215fa80-8c71-49ae-8448-496778d1269b,Customer 604,The Broadmoor,US Air Force Academy,2025-11-22T13:53:59.859546,2025-11-22T14:36:59.859546,Completed,36.66,Peter Teehan,17.4,43
e0ca2447-dd60-4d8a-b221-98e1b246866e,Customer 204,Garden of the Gods,The Broadmoor,2025-11-22T15:27:02.859546,2025-11-22T16:04:02.859546,Completed,32.79,Peter Teehan,15.2,37
16497cc1-3d77-4450-9884-00e0e888c086,Customer 361,The Broadmoor,Castle Rock,2025-11-22T22:33:04.859546,2025-11-23T00:02:04.859546,Cancelled,117.99,Auto-Dispatch,81.4,89
18f7fec1-ca8c-49ef-b0c1-db387ca54cff,Customer 848,Garden of the Gods,Manitou Springs,2025-11-23T00:01:26.859546,2025-11-23T00:37:26.859546,Completed,32.01,Jane Smith,14.7,36
89006787-7703-4aec-962f-039171a778a0,Customer 100,Manitou Springs,Garden of the Gods,2025-11-23T05:44:15.859546,2025-11-23T06:05:15.859546,Completed,21.64,John Doe,8.8,21
8097c0df-b41e-4ca3-bd78-eeaa0608bc5e,Customer 244,Colorado Springs Airport,Denver International Airport,2025-11-23T10:32:52.859546,2025-11-23T12:00:52.859546,Completed,117.13,John Doe,80.7,88
14dc8639-1a54-40a6-a70c-ec828fe28c21,Customer 267,US Air Force Academy,Downtown COS,2025-11-23T11:08:13.859546,2025-11-23T11:18:13.859546,Completed,15.0,Jane Smith,4.1,10
0373c693-8751-49f9-be22-692709709039,Customer 159,Manitou Springs,Colorado Springs Airport,2025-11-23T15:26:43.859546,2025-11-23T15:49:43.859546,No Show,22.63,Jane Smith,9.4,23
20a2a060-bb08-4b29-b22f-c7def61e560d,Customer 549,Denver International Airport,US Air Force Academy,2025-11-23T16:24:43.859546,2025-11-23T17:59:43.859546,Completed,125.3,Jane Smith,87.2,95
efdd22bd-69fe-49f9-9046-88167f9f0f8f,Customer 966,Downtown COS,Castle Rock,2025-11-23T20:13:42.859546,2025-11-23T21:49:42.859546,Completed,126.03,John Doe,87.8,96
635f0112-17fc-4d94-87ad-5b1d7662c892,Customer 769,Colorado Springs Airport,Castle Rock,2025-11-24T09:12:16.859546,2025-11-24T10:52:16.859546,Completed,130.04,Peter Teehan,91.0,100
f653fc3e-934e-4801-a03c-ed4bfefa4974,Customer 524,Denver International Airport,Garden of the Gods,2025-11-24T09:18:38.859546,2025-11-24T10:47:38.859546,No Show,117.67,Peter Teehan,81.1,89
eb2a6354-024a-4198-ad3f-241230a64362,Customer 580,Garden of the Gods,Denver International Airport,2025-11-24T16:38:41.859546,2025-11-24T17:55:41.859546,Completed,104.47,Jane Smith,70.6,77
4d575fa9-7e48-44c4-ab63-3448bc0d4105,Customer 292,Manitou Springs,Colorado Springs Airport,2025-11-24T17:23:21.859546,2025-11-24T18:11:21.859546,No Show,40.47,Auto-Dispatch,19.6,48
ec75d658-9675-4139-9bbd-26a57909a2db,Customer 503,Colorado Springs Airport,Manitou Springs,2025-11-24T17:35:55.859546,2025-11-24T18:06:55.859546,Completed,28.21,Jane Smith,12.6,31
b32d23ee-e5a6-47b8-9eeb-8620a63eaed4,Customer 362,US Air Force Academy,Denver International Airport,2025-11-24T21:45:22.859546,2025-11-24T23:29:22.859546,Cancelled,134.57,John Doe,94.7,104
50b33ddb-41b8-4517-8ea8-72ba85dbb16f,Customer 795,US Air Force Academy,Downtown COS,2025-11-25T13:49:06.859546,2025-11-25T14:28:06.859546,Completed,33.71,Jane Smith,15.7,39
d643b505-3fb9-4785-9d23-40898e958c9b,Customer 924,Castle Rock,Downtown COS,2025-11-25T18:42:29.859546,2025-11-25T20:22:29.859546,Completed,130.2,John Doe,91.2,100
65d08352-5154-43e3-bf1a-1de4b4dafc74,Customer 125,Denver International Airport,Castle Rock,2025-11-25T19:51:13.859546,2025-11-25T21:02:13.859546,Completed,97.56,Jane Smith,65.1,71
